title,summary,category
Mars Plant Experiment,The Mars Plant Experiment MPX was an experiment proposed but not selected for the Mars 2020 roverIt would have tried to germinate and grow 200 Arabidopsis seeds in a small heated greenhouse using an earthlike atmosphere ,1
Macarthur Job,Macarthur Job 10 April 1926 in Taree New South Wales  6 August 2014 in Melbourne was an Australian aviation writer and air safety consultant He published nine books on aviation safety He was formerly a Flying Doctor pilot and held a pilot licence until his death Job was a Senior Inspector with the Air Safety Investigation Branch of the Australian Department of Civil Aviation and for 14 years was editor of the Departments Aviation Safety Digest The magazine won the US Flight Safety Foundations Publication of the Year award In 1980 he was appointed editor of the Australian aviation industry journal Aircraft published by The Herald and Weekly Times Limited A year later as a member of the Guild of Air Pilots and Air Navigators he was granted the Freedom of the City of London In 1984 he became a working Director of the Missionary Aviation Fellowship MAF  a professional nonprofit organisation which operates more than 40 aircraft in community development work in Papua New Guinea and outback Australia In 1989 he began working as an independent aviation writer specialising in air safety At the Australian International Airshow in 1997 Job was presented with the Aviation Safety Foundations award for Aviation Safety Excellence and the AOPAs Adams Trophy In the Queens Birthday Honours for 2003 he was awarded the Medal of the Order of Australia OAM for services to the promotion and advancement of aviation safetyHe contributed to Australian Aviation Aero Australia and the Civil Aviation Safety Authoritys Flight Safety Australia magazines He has also written for the British Aeroplane the US Flying and Airways magazines for Time magazine The Sydney Morning Herald The Age and The SunHerald newspapers He was a consultant for the TV series Black Box and flew as a staff pilot with the Scout Air Activity Centre in Victoria ,-1
Norman Hyde,Norman Hyde born February 1945 is a British motorcycle development engineer racer and world record holderHyde joined Triumph motorcycles as an apprentice in 1964 Following the factory closure at Meriden in 1973 Norman moved to the Kitts Green site run by Norton Triumph International When that shut down in 1975 he used his redundancy payment to establish his own business designing and selling performance parts for Triumph twins and triples Having passed his mechanical engineering diploma with flying colors in 1968 Norman secured a position in Triumphs racing development department working under Doug Hele the legendary Chief Development Engineer As a result Norman was directly involved in the development of the T120 T140 T150 T160 and T180 twins and triples as well as projects that never made it into production like the fourcylinder Quadrant OHC Triple and 350cc Bandit twin He and his colleagues supported the factorys racers including Percy Tait Hyde is particularly proud of the Triumph Trident triple launched in 1969 which along with the Honda 7504 redefined the sports bike sector of that era Hyde also used his engineering skills to compete in drag racing and sprinting In 1968 he took the World Record for a standing start 14 mile in his Triumph 350cc sidecar outfit and in 1969 he beat the World Record for a standing start kilometer on a Triumph 500cc twin set by the works Gilera two years previously In 1972 Norman captured the World Sidecar Land Speed Record on his Roadrunner III 850cc Triumph Trident powered outfit at an average speed of 1618 mph a record that remained unbeaten for over 35 years Having started his own performance parts business early in 1976 Hyde used his engineering experience to design his bikes and in 1987 he introduced the Hyde Harrier a caf racer kit for Bonneville and Trident engines using a frame developed with Harris Performance in Hertfordshire This was followed up in 1995 by the Hornet a 126mph singlecylinder motorcycle also Harrisframed powered by 600cc Rotax engines tuned to produce 70 bhp Following the rebirth of Triumph at their new Hinckley factory and the introduction of the retrostyled Bonneville Norman introduced a wide range of performance and styling parts for the new British twins Hyde retired in 2018 and was recognized for his contribution to the British motorcycle industry by the Triumph Owners Motor Cycle Club who appointed him their patron ,-1
Ptericoptus dorsalis,Ptericoptus dorsalis is a species of beetle in the family Cerambycidae It was described by AudinetServille in 1835 It is known from Brazil  References  ,1
Man of Two Worlds (film),Man of Two Worlds is a 1934 American preCode drama film directed by J Walter Ruben and starring Francis Lederer Elissa Landi and Henry Stephenson ,-1
Pacification sejm,Pacification sejm Polish Sejm pacyfikacyjny refers to a type of the sejm parliament session in the PolishLithuanian Commonwealth The pacification sejms were held after a period of conflict to bring peace and unity to the country usually after a disputed royal election Pacification sejms were held in 1589 1673 1698 1699 1717 and 1736 ,-1
Henri Manuel,Henri Manuel 24 April 1874  11 September 1947 was a French photographer who served as the official photographer of the French government from 1914 to 1944 ,-1
Dinu Brătianu,Dinu Brtianu January 13 1866  August 20 1950 born Constantin I C Brtianu was a Romanian engineer and politician who led the National Liberal Party PNL starting in 1934 ,-1
Independent Institute,The Independent Institute is an American libertarian think tank based in Oakland California Founded in 1986 by David J Theroux the institute focuses on political social economic legal environmental and foreign policy issues It has more than 140 research fellows The institute was originally established in San Francisco was relocated in 1989 to Oakland and since 2006 has had an office in Washington DC The institute is organized into seven centers addressing a range of issues According to the 2020 Global Go To Think Tank Index Report Think Tanks and Civil Societies Program University of Pennsylvania the institute is ranked number 42 of 110 in the Top Think Tanks in the United States ,-1
Library of Congress,The Library of Congress LOC is a research library in Washington DC that serves as the library and research service of the US Congress and the de facto national library of the United States Founded in 1800 the library is the United Statess oldest federal cultural institution The library is housed in three elaborate buildings on Capitol Hill It also maintains a conservation center in Culpeper Virginia The librarys functions are overseen by the librarian of Congress and its buildings are maintained by the Architect of the Capitol The Library of Congress is one of the largest libraries in the world Its collections contain approximately 173 million items and it has more than 3000 employees Its collections are universal not limited by subject format or national boundary and include research materials from all parts of the world and in more than 470 languagesCongress moved to Washington DC in 1800 after holding sessions for eleven years in the temporary national capitals in New York City and Philadelphia In both cities members of the US Congress had access to the sizable collections of the New York Society Library and the Library Company of Philadelphia In Washington the library was housed in the United States Capitol for almost all of the 19th century Much of the librarys original collection was burnt by British forces during the War of 1812 Congress then purchased Thomas Jeffersons entire personal collection of 6487 books to restore its own collection Over the next few years its collection slowly grew but in 1851 another fire broke out in the Capitol chambers This destroyed a large amount of the collection including many of Jeffersons books After the American Civil War the importance of the Library of Congress increased and there was a campaign to purchase replacement copies for volumes for its lost books The library received the right of transference of all copyrighted works and deposit of two copies of books maps illustrations and diagrams printed in the United States The Library also built its collections through acquisitions and donations Between 1888 and 1894 Congress constructed and moved the collection to a large adjacent library building now known as the Thomas Jefferson Building across the street from the Capitol Two more adjacent library buildings the John Adams Building built in the 1930s and the James Madison Memorial Building built in the 1970s hold expanded parts of the collection and provide space for additional library services The librarys primary mission is to research inquiries made by members of Congress which is carried out through the Congressional Research Service It also houses and oversees the United States Copyright Office The library is open to the public for research although only highranking government officials and library employees may borrow ie temporarily take custody of books and materials ,-1
